Model,Model_Command,Max_Simulation_Time,Worker_Thread_Count,Schedule_Queue_Type,Schedule_Queue_Count,is_LP_Migration_ON,GVT_Method,GVT_Period,State_Save_Period,Simulation_Runtime_(secs.),Number_of_Objects,Local_Positive_Events_Sent,Remote_Positive_Events_Sent,Local_Negative_Events_Sent,Remote_Negative_Events_Sent,Primary_Rollbacks,Secondary_Rollbacks,Coast_Forwarded_Events,Cancelled_Events,Events_Processed,Events_Committed,Average_Memory_Usage_(MB)
sandpile,./sandpile_sim-d100,15000,16,stl-multiset,16,off,asynchronous,1000,32,19.1432,10000,17964383,0,2385274,0,806540,402599,23319019,2385274,18226269,15579109,185
sandpile,./sandpile_sim-d100,15000,32,stl-multiset,16,off,asynchronous,1000,32,24.3319,10000,18971726,0,3392617,0,1119272,664889,36191731,3392617,19387335,15579109,147
sandpile,./sandpile_sim-d100,15000,64,stl-multiset,16,off,asynchronous,1000,32,20.8335,10000,18682168,0,3103059,0,999531,651310,32798319,3103059,19049381,15579109,150
sandpile,./sandpile_sim-d100,15000,4,splay-tree,1,off,asynchronous,1000,32,74.5892,10000,15579111,0,2,0,8,0,145,2,15579117,15579109,76
sandpile,./sandpile_sim-d100,15000,4,splay-tree,4,off,asynchronous,1000,32,33.9095,10000,16763800,0,1184691,0,352005,239488,12570448,1184691,16985673,15579109,122
sandpile,./sandpile_sim-d100,15000,4,ladder-queue:16,1,off,asynchronous,1000,32,0.000255011,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,ladder-queue:16,1,off,asynchronous,1000,32,0.00022107,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,ladder-queue:16,1,off,asynchronous,1000,32,0.000195295,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,ladder-queue:16,1,off,asynchronous,1000,32,0.000475404,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,ladder-queue:16,1,off,asynchronous,1000,32,0.00117574,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,ladder-queue:50,1,off,asynchronous,1000,32,0.000281639,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,ladder-queue:50,1,off,asynchronous,1000,32,0.000245668,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,ladder-queue:50,1,off,asynchronous,1000,32,0.000235371,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,ladder-queue:50,1,off,asynchronous,1000,32,0.000458233,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,ladder-queue:50,1,off,asynchronous,1000,32,0.0290336,10000,7,0,0,0,0,0,0,0,6,6,0
sandpile,./sandpile_sim-d100,15000,4,ladder-queue:96,1,off,asynchronous,1000,32,0.000276027,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,ladder-queue:96,1,off,asynchronous,1000,32,0.000244792,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,ladder-queue:96,1,off,asynchronous,1000,32,0.000277894,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,ladder-queue:96,1,off,asynchronous,1000,32,0.000215839,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,ladder-queue:96,1,off,asynchronous,1000,32,0.000958546,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,unsorted-bottom:16,1,off,asynchronous,1000,32,0.000389536,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,unsorted-bottom:16,1,off,asynchronous,1000,32,0.000181113,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,unsorted-bottom:16,1,off,asynchronous,1000,32,0.000205901,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,unsorted-bottom:16,1,off,asynchronous,1000,32,0.000406394,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,unsorted-bottom:16,1,off,asynchronous,1000,32,0.00139254,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,unsorted-bottom:50,1,off,asynchronous,1000,32,0.000240981,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,unsorted-bottom:50,1,off,asynchronous,1000,32,0.00027684,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,unsorted-bottom:50,1,off,asynchronous,1000,32,0.000378525,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,unsorted-bottom:50,1,off,asynchronous,1000,32,0.000535401,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,unsorted-bottom:50,1,off,asynchronous,1000,32,0.000637399,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,unsorted-bottom:96,1,off,asynchronous,1000,32,0.000260354,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,unsorted-bottom:96,1,off,asynchronous,1000,32,0.000240488,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,unsorted-bottom:96,1,off,asynchronous,1000,32,0.000400348,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,unsorted-bottom:96,1,off,asynchronous,1000,32,0.000306646,10000,7,0,0,0,0,0,0,0,6,6,0
sandpile,./sandpile_sim-d100,15000,64,unsorted-bottom:96,1,off,asynchronous,1000,32,0.000520615,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,unsorted-bottom:96,2,off,asynchronous,1000,32,0.000474434,10000,6,0,0,0,0,0,0,0,2,2,0
sandpile,./sandpile_sim-d100,15000,4,lockfree-unsorted-bottom:16,1,off,asynchronous,1000,32,0.000270091,10000,7,0,0,0,0,0,0,0,6,6,0
sandpile,./sandpile_sim-d100,15000,8,lockfree-unsorted-bottom:16,1,off,asynchronous,1000,32,0.000279513,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,lockfree-unsorted-bottom:16,1,off,asynchronous,1000,32,0.000293474,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,lockfree-unsorted-bottom:16,1,off,asynchronous,1000,32,0.000177393,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:16,1,off,asynchronous,1000,32,0.000723525,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,lockfree-unsorted-bottom:50,1,off,asynchronous,1000,32,0.000225971,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,lockfree-unsorted-bottom:50,1,off,asynchronous,1000,32,0.000327746,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,lockfree-unsorted-bottom:50,1,off,asynchronous,1000,32,0.000323263,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,lockfree-unsorted-bottom:50,1,off,asynchronous,1000,32,0.000387027,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:50,1,off,asynchronous,1000,32,0.000844327,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,lockfree-unsorted-bottom:96,1,off,asynchronous,1000,32,0.000303194,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,lockfree-unsorted-bottom:96,1,off,asynchronous,1000,32,0.000198925,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,lockfree-unsorted-bottom:96,1,off,asynchronous,1000,32,0.000318623,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,lockfree-unsorted-bottom:96,1,off,asynchronous,1000,32,0.000359307,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:96,1,off,asynchronous,1000,32,0.00118999,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,stl-multiset,1,off,asynchronous,1000,32,66.8136,10000,15579118,0,9,0,15,4,336,9,15579130,15579109,80
sandpile,./sandpile_sim-d100,15000,8,stl-multiset,1,off,asynchronous,1000,32,64.8886,10000,15579225,0,116,0,287,40,5520,116,15579475,15579109,81
sandpile,./sandpile_sim-d100,15000,4,stl-multiset,2,off,asynchronous,1000,32,31.9382,10000,16320779,0,741670,0,201124,138978,7471936,741670,16440879,15579109,127
sandpile,./sandpile_sim-d100,15000,8,stl-multiset,2,off,asynchronous,1000,32,32.7261,10000,16423125,0,844016,0,245105,119048,7836420,844016,16413377,15579109,123
sandpile,./sandpile_sim-d100,15000,4,stl-multiset,4,off,asynchronous,1000,32,32.5003,10000,16769449,0,1190340,0,341198,229161,12057197,1190340,16980264,15579109,126
sandpile,./sandpile_sim-d100,15000,8,stl-multiset,4,off,asynchronous,1000,32,41.8962,10000,17096022,0,1516913,0,395280,339407,16227569,1516913,17366085,15579109,105
sandpile,./sandpile_sim-d100,15000,16,stl-multiset,1,off,asynchronous,1000,32,82.2715,10000,15580387,0,1278,0,1262,412,25380,1278,15581193,15579109,72
sandpile,./sandpile_sim-d100,15000,32,stl-multiset,1,off,asynchronous,1000,32,96.0352,10000,15593007,0,13898,0,7826,5510,235330,13898,15597108,15579109,67
sandpile,./sandpile_sim-d100,15000,64,stl-multiset,1,off,asynchronous,1000,32,0.111152,10000,5978,0,2735,0,1004,1529,44797,2733,6732,3235,0
sandpile,./sandpile_sim-d100,15000,16,stl-multiset,2,off,asynchronous,1000,32,40.6415,10000,16457665,0,878556,0,288626,235317,11655626,878556,16703163,15579109,105
sandpile,./sandpile_sim-d100,15000,32,stl-multiset,2,off,asynchronous,1000,32,40.916,10000,16050650,0,471541,0,249582,117434,7917706,471541,16241750,15579109,103
sandpile,./sandpile_sim-d100,15000,64,stl-multiset,2,off,asynchronous,1000,32,42.8035,10000,16154652,0,575543,0,300985,158738,9978417,575543,16364539,15579109,96
sandpile,./sandpile_sim-d100,15000,16,stl-multiset,4,off,asynchronous,1000,32,49.3381,10000,17279494,0,1700385,0,446965,399952,19162652,1700385,17592811,15579109,95
sandpile,./sandpile_sim-d100,15000,32,stl-multiset,4,off,asynchronous,1000,32,43.565,10000,17239510,0,1660401,0,426732,403280,18204600,1660401,17504747,15579109,98
sandpile,./sandpile_sim-d100,15000,64,stl-multiset,4,off,asynchronous,1000,32,38.8615,10000,17258636,0,1679527,0,551908,525041,23289989,1679527,17604873,15579109,104
sandpile,./sandpile_sim-d100,15000,16,stl-multiset,8,off,asynchronous,1000,32,38.1719,10000,18756648,0,3177539,0,860028,612263,32158742,3177539,19102004,15579109,112
sandpile,./sandpile_sim-d100,15000,32,stl-multiset,8,off,asynchronous,1000,32,37.9768,10000,18596477,0,3017368,0,907335,630326,33061989,3017368,18998137,15579109,109
sandpile,./sandpile_sim-d100,15000,64,stl-multiset,8,off,asynchronous,1000,32,0.10949,10000,14410,0,4227,0,1579,1391,60870,4227,15107,10170,0
sandpile,./sandpile_sim-d100,15000,16,stl-multiset,16,off,asynchronous,1000,32,20.2465,10000,17987765,0,2408656,0,821022,422665,24105828,2408656,18276369,15579109,174
sandpile,./sandpile_sim-d100,15000,32,stl-multiset,16,off,asynchronous,1000,32,25.226,10000,19133752,0,3554643,0,1123973,675905,36843998,3554643,19498250,15579109,143
sandpile,./sandpile_sim-d100,15000,64,stl-multiset,16,off,asynchronous,1000,32,20.5672,10000,18560452,0,2981343,0,993357,608982,31560650,2981343,18907166,15579109,144
sandpile,./sandpile_sim-d100,15000,4,ladder-queue:16,1,off,asynchronous,1000,32,0.000264341,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,ladder-queue:16,1,off,asynchronous,1000,32,0.000246778,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,ladder-queue:16,1,off,asynchronous,1000,32,0.000341328,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,ladder-queue:16,1,off,asynchronous,1000,32,0.00032921,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,ladder-queue:16,1,off,asynchronous,1000,32,0.000872857,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,ladder-queue:50,1,off,asynchronous,1000,32,0.000272277,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,ladder-queue:50,1,off,asynchronous,1000,32,0.000220601,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,ladder-queue:50,1,off,asynchronous,1000,32,0.00021843,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,ladder-queue:50,1,off,asynchronous,1000,32,0.000314399,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,ladder-queue:50,1,off,asynchronous,1000,32,0.000479539,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,ladder-queue:96,1,off,asynchronous,1000,32,0.000303869,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,ladder-queue:96,1,off,asynchronous,1000,32,0.000382985,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,ladder-queue:96,1,off,asynchronous,1000,32,0.000222818,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,ladder-queue:96,1,off,asynchronous,1000,32,0.000199468,10000,7,0,0,0,0,0,0,0,6,6,0
sandpile,./sandpile_sim-d100,15000,64,ladder-queue:96,1,off,asynchronous,1000,32,0.000883524,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,unsorted-bottom:16,1,off,asynchronous,1000,32,0.000338312,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,unsorted-bottom:16,1,off,asynchronous,1000,32,0.000214514,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,unsorted-bottom:16,1,off,asynchronous,1000,32,0.000193872,10000,7,0,0,0,0,0,0,0,6,6,0
sandpile,./sandpile_sim-d100,15000,32,unsorted-bottom:16,1,off,asynchronous,1000,32,0.000270754,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,unsorted-bottom:16,1,off,asynchronous,1000,32,0.00111539,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,unsorted-bottom:50,1,off,asynchronous,1000,32,0.00023567,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,unsorted-bottom:50,1,off,asynchronous,1000,32,0.000286717,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,unsorted-bottom:50,1,off,asynchronous,1000,32,0.000317873,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,32,unsorted-bottom:50,1,off,asynchronous,1000,32,0.00027284,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,unsorted-bottom:50,1,off,asynchronous,1000,32,0.00146568,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,unsorted-bottom:96,1,off,asynchronous,1000,32,0.000237278,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,8,unsorted-bottom:96,1,off,asynchronous,1000,32,0.000220836,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,16,unsorted-bottom:96,1,off,asynchronous,1000,32,0.000312778,10000,7,0,0,0,0,0,0,0,6,6,0
sandpile,./sandpile_sim-d100,15000,32,unsorted-bottom:96,1,off,asynchronous,1000,32,0.000209313,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,64,unsorted-bottom:96,1,off,asynchronous,1000,32,0.000395886,10000,6,0,0,0,0,0,0,0,1,1,0
sandpile,./sandpile_sim-d100,15000,4,lockfree-unsorted-bottom:16,1,off,asynchronous,1000,32,27.4778,10000,15907874,0,328765,0,416665,6758,6748146,328765,16076011,15579109,144
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:16,1,off,asynchronous,1000,32,0.138581,10000,9761,0,5543,0,1747,3091,72080,5524,11023,4216,0
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:16,4,off,asynchronous,1000,32,0.0140828,10000,1798,0,952,0,236,483,7477,949,1935,841,0
sandpile,./sandpile_sim-d100,15000,4,lockfree-unsorted-bottom:50,1,off,asynchronous,1000,32,27.2779,10000,15826452,0,339075,0,429035,6238,6965018,339073,15999920,15487268,146
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:50,1,off,asynchronous,1000,32,0.0567025,10000,1599,0,377,0,268,220,6695,373,1889,1217,0
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:50,2,off,asynchronous,1000,32,0.0201208,10000,1030,0,192,0,145,90,3105,183,1176,835,0
sandpile,./sandpile_sim-d100,15000,4,lockfree-unsorted-bottom:96,1,off,asynchronous,1000,32,27.2263,10000,15913228,0,334119,0,436498,3487,7001976,334119,16092812,15579109,150
sandpile,./sandpile_sim-d100,15000,32,lockfree-unsorted-bottom:96,1,off,asynchronous,1000,32,0.000327483,10000,75,0,0,0,0,0,0,0,70,70,0
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:96,1,off,asynchronous,1000,32,0.130693,10000,11412,0,8187,0,1723,4336,80023,8162,11654,3217,0
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:96,2,off,asynchronous,1000,32,0.0819659,10000,9856,0,5333,0,1542,3011,62325,5325,10750,4522,0
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:96,4,off,asynchronous,1000,32,0.0415708,10000,7780,0,3555,0,1349,1902,48042,3544,8734,4224,0
sandpile,./sandpile_sim-d100,15000,4,splay-tree,4,off,asynchronous,1000,32,33.0679,10000,16702687,0,1123578,0,332979,214377,11472748,1123578,16903034,15579109,125
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:16,8,off,asynchronous,1000,32,0.0863702,10000,18239,0,11119,0,2762,5007,149895,11117,20030,7119,0
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:50,8,off,asynchronous,1000,32,0.0880891,10000,11647,0,7419,0,1742,3552,100598,7415,13042,4224,0
sandpile,./sandpile_sim-d100,15000,64,ladder-queue:50,2,off,asynchronous,1000,32,0.000506366,10000,6,0,0,0,0,0,0,0,2,2,0
sandpile,./sandpile_sim-d100,15000,16,lockfree-unsorted-bottom:50,1,off,asynchronous,1000,32,0.585069,10000,453465,0,49295,0,47087,15331,1096919,49233,477475,403485,0
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:50,4,off,asynchronous,1000,32,0.0188479,10000,2092,0,547,0,333,300,7895,541,2372,1532,0
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:96,16,off,asynchronous,1000,32,0.694882,10000,133315,0,132273,0,12229,44782,683580,132133,137210,1041,0
sandpile,./sandpile_sim-d100,15000,16,lockfree-unsorted-bottom:16,1,off,asynchronous,1000,32,0.064266,10000,30560,0,4954,0,4412,1988,125796,4952,33690,25589,0
sandpile,./sandpile_sim-d100,15000,64,lockfree-unsorted-bottom:96,8,off,asynchronous,1000,32,0.0636196,10000,11581,0,7360,0,1904,3384,78317,7358,12795,4216,0
sandpile,./sandpile_sim-d100,15000,4,stl-multiset,1,off,asynchronous,1000,32,63.6384,10000,15579122,0,13,0,14,0,161,13,15579126,15579109,82
sandpile,./sandpile_sim-d100,15000,8,stl-multiset,1,off,asynchronous,1000,32,66.7577,10000,15579161,0,52,0,262,22,4161,52,15579423,15579109,80
sandpile,./sandpile_sim-d100,15000,4,stl-multiset,2,off,asynchronous,1000,32,35.3563,10000,16496376,0,917267,0,208456,164490,8271044,917267,16583015,15579109,118
sandpile,./sandpile_sim-d100,15000,8,stl-multiset,2,off,asynchronous,1000,32,38.2173,10000,16248892,0,669783,0,234749,169585,8911762,669783,16442849,15579109,112
sandpile,./sandpile_sim-d100,15000,4,stl-multiset,4,off,asynchronous,1000,32,30.8429,10000,16713363,0,1134254,0,332917,220809,11874764,1134254,16916061,15579109,131
